px,py
233.19312748156096,251.93153692546645
228.59124996787622,254.5509685717131
223.60336401523688,258.6760038229135
244.01503186348157,264.8027809338692
238.60336241850982,270.82361025423614
228.53410916715055,271.65882945705107
249.56367132398816,278.91311020321314
240.37349452972413,281.7732615470886
233.87315521240234,281.52142877578734
