px,py
253.40759677886962,280.83412914276124
252.1551332216005,283.9004592895508
257.85295466372844,288.22101141277113
267.6377326965332,293.40548458099363
274.5447261207982,293.5035464638158
277.9997970993454,291.35414061675203
276.79951697901674,290.4021107523065
271.26889271206323,289.87226560380725
263.20281806358923,288.8751966036283
258.0858750214448,290.7240030443346
