px,py
274.2442510504472,288.1473105581183
273.70575513337786,292.4279973883378
270.81544775711865,293.1731156800923
265.58742342497175,292.5430366114566
262.3709381505063,292.265205282914
257.96066160459776,292.5550331940522
258.61970720793073,292.34414903741134
256.79567388586094,292.50526180782833
253.55901937773734,292.4806548609878
252.0936419838353,292.41168313277393
