event,timestamp_ns
pattern_start,1757936616765077600
fixation_start,1757936617093407300
fixation_end,1757936619095012800
fixation_start,1757936619413934300
fixation_end,1757936621415328900
fixation_start,1757936621740516700
fixation_end,1757936623742428700
fixation_start,1757936624061760600
fixation_end,1757936626063123600
fixation_start,1757936626400859900
fixation_end,1757936628402457500
pattern_end,1757936630403276200
