image,px,py
00_002254.jpg,219.43528747558594,255.17972373962402
00_002255.jpg,227.47965240478516,252.63078498840332
00_002256.jpg,227.77072143554688,252.2715721130371
00_002257.jpg,228.51182556152344,252.41544151306152
00_002258.jpg,232.29749298095703,250.51397132873535
00_002259.jpg,232.88021087646484,250.61795043945312
00_002260.jpg,234.04928588867188,251.7141056060791
00_002261.jpg,233.7806396484375,251.6050319671631
00_002262.jpg,233.44558715820312,251.18960189819336
00_002263.jpg,232.1139678955078,250.5684299468994
00_002264.jpg,231.3932113647461,250.8233528137207
00_002265.jpg,231.93079376220703,251.1154613494873
00_002266.jpg,232.55474090576172,251.12035369873047
00_002267.jpg,233.36241149902344,250.8841609954834
00_002268.jpg,233.80194854736328,250.4728126525879
00_002269.jpg,233.80194854736328,250.4728126525879
00_002270.jpg,233.7774429321289,250.59170150756836
00_002271.jpg,233.5344009399414,250.73358154296875
00_002272.jpg,233.0563735961914,249.73340797424316
00_002273.jpg,232.78083038330078,250.24479484558105
00_002274.jpg,233.67078399658203,251.10060691833496
00_002275.jpg,233.67078399658203,251.10060691833496
00_002276.jpg,233.63255310058594,250.34009742736816
00_002277.jpg,234.20630645751953,250.6636257171631
00_002278.jpg,234.28306579589844,251.38980865478516
00_002279.jpg,234.26282501220703,252.2933750152588
00_002280.jpg,234.0787353515625,252.16333198547363
00_002281.jpg,233.9375457763672,252.34537506103516
00_002282.jpg,234.5157012939453,253.23019409179688
00_002283.jpg,234.82997131347656,253.54307556152344
00_002284.jpg,234.82997131347656,253.54307556152344
00_002285.jpg,235.64793395996094,253.3558864593506
00_002286.jpg,237.30162811279297,253.69335556030273
00_002287.jpg,236.58614349365234,253.88075256347656
00_002288.jpg,236.26822662353516,254.18042945861816
00_002289.jpg,235.58519744873047,254.1036148071289
00_002290.jpg,235.9890899658203,253.4302215576172
00_002291.jpg,236.28360748291016,254.1419162750244
01_002299.jpg,234.3193359375,253.72821807861328
01_002300.jpg,233.92020416259766,253.87514686584473
01_002301.jpg,229.6176986694336,253.71856880187988
01_002302.jpg,225.73582458496094,253.9863395690918
01_002303.jpg,226.0162811279297,253.84725189208984
01_002304.jpg,226.4552993774414,253.97701454162598
01_002305.jpg,227.50763702392578,253.46089935302734
01_002306.jpg,228.23336791992188,254.03647232055664
01_002307.jpg,228.7222900390625,254.05269813537598
01_002308.jpg,228.80599212646484,254.07911682128906
01_002309.jpg,228.1429672241211,254.05673217773438
01_002310.jpg,228.15599822998047,254.1995506286621
01_002311.jpg,227.7150115966797,254.06297492980957
01_002312.jpg,227.63400268554688,254.35645484924316
01_002313.jpg,227.89517974853516,253.8305435180664
01_002314.jpg,228.32046508789062,254.2358055114746
01_002315.jpg,228.32046508789062,254.2358055114746
01_002316.jpg,229.2816390991211,254.64338493347168
01_002317.jpg,229.15660858154297,254.6462802886963
01_002318.jpg,229.3138198852539,255.03130531311035
01_002319.jpg,229.4107894897461,255.28334045410156
01_002320.jpg,228.23470306396484,254.40407371520996
01_002321.jpg,228.73228454589844,255.35826301574707
01_002322.jpg,227.6106185913086,253.58488845825195
01_002323.jpg,228.13563537597656,254.73240852355957
01_002324.jpg,228.33465576171875,254.7481689453125
01_002325.jpg,227.62313079833984,254.16931915283203
01_002326.jpg,228.48003387451172,255.31711959838867
01_002327.jpg,227.93094635009766,254.91318130493164
01_002328.jpg,227.72101593017578,255.08245086669922
01_002329.jpg,227.52344512939453,254.85091018676758
01_002330.jpg,227.55884552001953,254.91985702514648
01_002331.jpg,228.16919708251953,255.40839767456055
01_002332.jpg,229.2461929321289,255.55546760559082
01_002333.jpg,229.01303100585938,255.00667762756348
01_002334.jpg,230.09771728515625,256.0259666442871
01_002335.jpg,230.12235260009766,256.0835494995117
01_002336.jpg,229.25281524658203,255.43220138549805
02_002343.jpg,228.14278411865234,256.18827629089355
02_002344.jpg,228.70802307128906,257.26595878601074
02_002345.jpg,223.26140594482422,256.3693656921387
02_002346.jpg,219.2770767211914,255.94691276550293
02_002347.jpg,219.58391571044922,256.9257354736328
02_002348.jpg,220.69527435302734,257.88325691223145
02_002349.jpg,222.2447509765625,257.8281364440918
02_002350.jpg,223.02479553222656,257.3589096069336
02_002351.jpg,222.52962493896484,257.8588809967041
02_002352.jpg,222.6698760986328,257.7343807220459
02_002353.jpg,221.56048583984375,256.9644069671631
02_002354.jpg,221.56048583984375,256.9644069671631
02_002355.jpg,221.84867095947266,257.4304447174072
02_002356.jpg,222.7511215209961,257.9027976989746
02_002357.jpg,222.10889434814453,257.92040061950684
02_002358.jpg,222.1397705078125,258.2812271118164
02_002359.jpg,221.9149398803711,257.725061416626
02_002360.jpg,222.67347717285156,258.7534408569336
02_002361.jpg,223.26306915283203,258.4489440917969
02_002362.jpg,223.429443359375,258.7529773712158
02_002363.jpg,224.34158325195312,260.0266857147217
02_002364.jpg,224.36212921142578,260.1382236480713
02_002365.jpg,223.64556121826172,259.09175872802734
02_002366.jpg,224.56158447265625,259.6629047393799
02_002367.jpg,225.09666442871094,260.38783264160156
02_002368.jpg,224.56517791748047,260.0822238922119
02_002369.jpg,224.56517791748047,260.0822238922119
02_002370.jpg,225.4056167602539,260.1931495666504
02_002371.jpg,224.82572174072266,259.47096252441406
02_002372.jpg,224.22360229492188,259.6913356781006
02_002373.jpg,224.67141723632812,259.31189346313477
02_002374.jpg,224.45932006835938,260.27273750305176
02_002375.jpg,223.78214263916016,258.96753120422363
02_002376.jpg,224.1822967529297,260.0536804199219
02_002377.jpg,224.13107299804688,259.52617835998535
02_002378.jpg,225.04405212402344,260.60827827453613
02_002379.jpg,224.2800521850586,259.7042064666748
02_002380.jpg,225.05856323242188,260.0259532928467
02_002381.jpg,225.9415740966797,260.56246757507324
03_002388.jpg,223.95206451416016,258.6207389831543
03_002389.jpg,239.28156280517578,261.7305564880371
03_002390.jpg,239.95722198486328,262.02722549438477
03_002391.jpg,239.7708511352539,262.39525604248047
03_002392.jpg,239.11724853515625,262.1852111816406
03_002393.jpg,240.85336303710938,262.61729431152344
03_002394.jpg,240.85336303710938,262.61729431152344
03_002395.jpg,243.7064208984375,263.9126892089844
03_002396.jpg,243.78914642333984,263.24725341796875
03_002397.jpg,244.01679229736328,264.82873916625977
03_002398.jpg,243.98675537109375,264.9567756652832
03_002399.jpg,244.3201904296875,265.0735511779785
03_002400.jpg,244.31488800048828,265.1534309387207
